StudyID,Who,Population,Sex,N,Biome,Country,Lattitude,Longitude,Region,SerumLevel_mg_dL,SL_SD_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY,study_ID_Ancestry
INU6,Emily,Greenland Inuit,M/F,"2202, 2184",tundra,Greenland,77.010327,-54.768239,North America,NA,NA,NA,NA,141.1455,NA,NA,NA,Circumpolar,ESK5-A
NA,Benja,Canada: Chinese,Overall,317,Urban,NA,38,NA,North America,182.13,81,46.02,11.6,121.42,30.9,NA,NA,Chinese,NA
NA,Benja,Canada: Europeans,Overall,326,Urban,NA,38,NA,North America,183.3,81,46.02,11.6,122.58,30.936,NA,NA,EUROPEAN,NA
NA,Benja,Hispanic,Overall,2407,Urban,NA,38,NA,North America,201.084,38.67,46.404,11.601,123.744,34.803,NA,NA,Hispanic,hs
NA,Benja,Non Hispanic Black,Overall,681,Urban,NA,38,NA,North America,201.4,39.4,52.3,16.4,126.1,36.2,NA,NA,AFRICAN,NMA
NA,Benja,Hispanic,Overall,1445,Urban,NA,38,NA,North America,201.8,40.4,43.9,13,129.2,35.7,NA,NA,Hispanic,hs
NA,Benja,NHANES III,Overall,10843,Urban,NA,38,NA,North America,203.3,44,50.9,15.1,127,38.5,NA,NA,NHANES,NHANES
NA,Benja,Asian,Overall,3816,Urban,NA,38,NA,North America,204.951,34.803,54.138,15.468,123.744,30.936,NA,NA,Asian,NA
NA,Benja,Hispanic Health Study,Overall,12730,Urban,NA,38,NA,North America,205.78,45.66,48.73,13.17,128.87,38.13,NA,NA,Hispanic,hhs
NA,Benja,Non Hispanic White,Overall,545,Urban,NA,38,NA,North America,208.4,39,49.3,14.8,133,35.2,NA,NA,White,NMA
NA,Benja,Black,Overall,7200,Urban,NA,38,NA,North America,208.818,42.537,54.138,15.468,131.478,38.67,NA,NA,AFRICAN,NAB
NA,Benja,Canada: South Asians,Overall,342,Urban,NA,38,NA,North America,209.98,81.2,40.22,11.6,127.6,34.8,NA,NA,Asian,NA
NA,Benja,Framingham study,Overall,60211,Urban,NA,38,NA,North America,220.419,46.404,54.138,15.468,143.079,42.537,NA,NA,Framingham,FR1
NA,Benja,White,Overall,46788,Urban,NA,38,NA,North America,224.286,46.404,54.138,15.468,146.946,42.537,NA,NA,White,Naw
NA,Benja,US South Asian,Overall,889,Urban,NA,38,NA,North America,NA,NA,50.1,13.3,111.5,32,NA,NA,Asian,USSA
PIM2,AYANA,Pima,F,190,Warm-temperate desert,United States of America,33.17797,-111.75484,North America,168,NA,NA,NA,NA,NA,NA,NA,Native_American,PIM1
AIN4-A,EM,Arizona American Indians,M,546,Warm-temperate desert,United States of America,33.2,-112,North America,176.6,42.5,43.7,14.3,101.8,32,125.2,NA,American_Indian,AIN4-A
PIM2,AYANA,Pima,M,160,Warm-temperate desert,United States of America,33.17797,-111.75484,North America,181,NA,NA,NA,NA,NA,NA,NA,Native_American,PIM1
AIN4-A,EM,Arizona American Indians,F,954,Warm-temperate desert,United States of America,33.2,-112,North America,181.2,41.5,45.4,11.3,104.7,32.3,130.3,NA,American_Indian,AIN4-A
MEX2,EM,Mexican,F,1809,,Mexico,23,-102,North America,177.31,39.4,40.1,12.9,NA,NA,185.9,104.3,Mexican_indegenous_communities,MEX2
MEX2,EM,Mexican,M,787,,Mexico,23,-102,North America,177.5,39.6,37.9,12.6,NA,NA,196.3,117.8,Mexican_indegenous_communities,MEX2
INU7,Emily,Nunavik Inuit,M,113,tundra,Canada,61.327679,-74.250422,North America,207.2712,NA,59.5518,1.5468,125.6775,3.867,112.4839,7.0856,Circumpolar,INU7
INU7,Emily,Nunavik Inuit,F,163,tundra,Canada,61.327679,-74.250422,North America,212.2983,NA,75.7932,1.5468,114.8499,2.7069,108.0554,5.3142,Circumpolar,INU7
FIN1-B,Claire,Lapps,M,35,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,187,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-E,Claire,Finns,M,772,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,190,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,M,1444,alpine/Tundra,Finland,60.54,26.38,Northern Europe,194,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,M,52,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,198,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,M,280,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,198,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN1-A,Claire,Finns,M,628,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,200,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,29,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,202,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN1-B,Claire,Lapps,M,57,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,203,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-E,Claire,Finns,F,879,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,203,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,F,1184,alpine/Tundra,Finland,60.54,26.38,Northern Europe,204,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-B,Claire,Finns,M,859,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,207,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,M,1309,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,211,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,M,975,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,212,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,F,520,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,213,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,F,447,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,213,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,M,1571,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,213,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,M,10,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,218,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN1-B,Claire,Lapps,F,52,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,221,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,F,343,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,221,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,F,893,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,221,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,M,1444,alpine/Tundra,Finland,60.54,26.38,Northern Europe,225,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,F,1184,alpine/Tundra,Finland,60.54,26.38,Northern Europe,231,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,16,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,232,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN1-A,Claire,Finns,M,1308,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,233,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,57,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,233,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,F,343,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,233,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,F,893,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,233,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,F,447,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,233,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,M,1309,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,233,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-B,Claire,Finns,M,859,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,234,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,F,940,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,234,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,M,772,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,234,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,M,1571,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,234,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,F,846,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,237,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,F,879,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,237,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,M,41,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,238,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,M,280,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,238,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-C,Claire,Finns,M,975,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,240,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,F,353,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,240,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,F,1184,alpine/Tundra,Finland,60.54,26.38,Northern Europe,242,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,F,879,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,243,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,F,447,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,245,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,F,940,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,247,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,F,845,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,248,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,F,353,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,250,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-A,Claire,Lapps,F,343,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,254,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,F,893,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,254,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,F,353,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,254,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,25,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,255,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-C,Claire,Finns,M,975,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,256,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,M,221,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,257,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,F,1184,alpine/Tundra,Finland,60.54,26.38,Northern Europe,259,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,M,1444,alpine/Tundra,Finland,60.54,26.38,Northern Europe,260,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,M,1444,alpine/Tundra,Finland,60.54,26.38,Northern Europe,261,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,M,772,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,262,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,F,940,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,263,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,F,879,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,263,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,M,1309,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,263,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,M,1571,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,263,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,M,1523,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,264,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,57,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,268,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,F,343,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,268,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,F,893,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,268,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-A,Claire,Lapps,M,280,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,269,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,M,859,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,269,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,F,948,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,270,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,M,1444,alpine/Tundra,Finland,60.54,26.38,Northern Europe,270,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,53,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,271,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,F,343,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,271,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,F,893,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,271,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,M,975,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,271,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,F,447,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,271,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,M,602,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,273,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,M,1571,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,273,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,M,1444,alpine/Tundra,Finland,60.54,26.38,Northern Europe,274,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,M,1444,alpine/Tundra,Finland,60.54,26.38,Northern Europe,275,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,M,772,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,275,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,M,7,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,276,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,M,280,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,276,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,M,859,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,276,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,M,1309,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,276,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,F,353,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,276,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,M,1552,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,278,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,M,772,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,278,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,M,42,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,279,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-C,Claire,Finns,M,975,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,279,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,M,58,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,280,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,M,280,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,280,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,M,859,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,280,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,M,41,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,281,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,M,280,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,281,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,M,859,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,281,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,M,772,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,281,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,M,1309,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,281,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,M,1095,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,282,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,M,39,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,282,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,M,280,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,282,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,M,859,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,282,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,M,975,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,282,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,M,1571,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,282,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,F,258,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,284,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,F,940,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,284,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,M,1309,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,284,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,F,879,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,285,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,F,940,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,286,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,F,1184,alpine/Tundra,Finland,60.54,26.38,Northern Europe,286,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,F,879,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,286,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,M,1571,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,286,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,F,728,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,292,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,F,1184,alpine/Tundra,Finland,60.54,26.38,Northern Europe,292,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,M,975,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,294,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-A,Claire,Finns,F,552,Alpine/Tundra,Finland,61.0514,26.4696,Northern Europe,295,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-D,Claire,Finns,F,1184,alpine/Tundra,Finland,60.54,26.38,Northern Europe,295,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-E,Claire,Finns,M,772,alpine/Tundra,Finland,64.8841,28.9117,Northern Europe,295,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,F,353,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,295,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,43,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,296,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,F,343,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,296,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,F,893,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,296,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-C,Claire,Finns,F,940,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,297,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,58,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,298,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-C,Claire,Finns,F,940,alpine/Tundra,Finland,64.5051,28.2071,Northern Europe,299,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,F,447,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,299,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN1-B,Claire,Lapps,F,56,Alpine/Tundra,Finland,68.9062,27.0278,Northern Europe,300,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-A,Claire,Lapps,F,343,Alpine/Tundra,Finland,68.90596,27.02881,Northern Europe,300,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-B
FIN2-B,Claire,Finns,F,893,alpine/Tundra,Finland,61.026,26.2832,Northern Europe,300,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,F,447,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,303,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,F,353,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,312,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,F,447,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,NA,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-F,Claire,Finns,M,1309,alpine/Tundra,Finland,60.9069,26.6244,Northern Europe,NA,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,F,353,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,NA,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
FIN2-G,Claire,Finns,M,1571,alpine/Tundra,Finland,64.2222,27.7278,Northern Europe,NA,NA,NA,NA,NA,NA,NA,NA,Uralic_Ancestry,FIN1-A
AUA16,Ashley,Australian Aboriginal,F,144,Savanna,Australia,-31.2532,146.9211,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AUA16,Ashley,Australian Aboriginal,M,150,Savanna,Australia,-31.2532,146.9211,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
