StudyID,Who,Population,Sex,N,Biome,Country,Lattitude,Longitude,Region,SerumLevel_mg_dL,SL_SD_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY,study_ID_Ancestry
GHA4,Phoebe,Ghanaian,M,94,Desert,Ghana,10.7548,-0.187,Africa,117.5568,NA,NA,NA,NA,NA,NA,NA,West_African,GHA4
GHA4,Phoebe,Ghanaian,F,172,Desert,Ghana,10.7548,-0.187,Africa,125.2908,NA,NA,NA,NA,NA,NA,NA,West_African,GHA4
NA,Benja,TURKANA_pastoralist,Overall,557,desert,Kenya,3,NA,Africa,152,33,61.8,15.7,71.4,30.8,NA,NA,TURKANA_pastoralist,TURKANA_pastoralist
BAN5,ABIGAIL,Bantu,M,9,Grassland,South Africa,-29,31,Africa,66,17,NA,NA,NA,NA,NA,NA,Bantu,BAN3
BAN5,ABIGAIL,Bantu,M,6,Grassland,South Africa,-29,31,Africa,68,12,NA,NA,NA,NA,NA,NA,Bantu,BAN3
BAN5,ABIGAIL,Bantu,M,16,Grassland,South Africa,-29,31,Africa,73,19,NA,NA,NA,NA,NA,NA,Bantu,BAN3
BAN5,ABIGAIL,Bantu,M,57,Grassland,South Africa,-29,31,Africa,75,20,NA,NA,NA,NA,NA,NA,Bantu,BAN3
BAN5,ABIGAIL,Bantu,M,26,Grassland,South Africa,-29,31,Africa,80,21,NA,NA,NA,NA,NA,NA,Bantu,BAN3
ZUL1,EM,Zulu,M,189,Grassland,South Africa,-27.57,32.08,Africa,154.68,38.67,47.9508,17.0148,85.074,38.67,97.427,61.999,Bantu,ZUL1
ZUL1,EM,Zulu,F,758,Grassland,South Africa,-27.57,32.08,Africa,158.547,42.537,47.9508,14.6946,92.808,34.803,88.57,61.999,Bantu,ZUL1
KEN2,Phoebe,Kenyan,M/F,1336,grassland,Kenya,-0.0236,37.9026,Africa,170.148,42.537,NA,NA,NA,NA,NA,NA,East_African,KEN2
HAD4-A,EM,Hadza,M,6,Savanna,Tanzania,-3.58,35,Africa,77,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,M,6,Savanna,Tanzania,-3.58,35,Africa,82.5,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,M,15,Savanna,Tanzania,-3.58,35,Africa,89.3,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,F,1,Savanna,Tanzania,-3.58,35,Africa,91,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,F,6,Savanna,Tanzania,-3.58,35,Africa,93,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,M,28,Savanna,Tanzania,-3.58,35,Africa,94.1,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,M,19,Savanna,Tanzania,-3.58,35,Africa,95.6,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,M,6,Savanna,Tanzania,-3.58,35,Africa,96.2,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,M,2,Savanna,Tanzania,-3.58,35,Africa,96.5,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,F,16,Savanna,Tanzania,-3.58,35,Africa,96.8,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,F,5,Savanna,Tanzania,-3.58,35,Africa,97.4,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,F,6,Savanna,Tanzania,-3.58,35,Africa,97.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,F,25,Savanna,Tanzania,-3.58,35,Africa,98.1,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,M,46,Savanna,Tanzania,-3.58,35,Africa,98.1,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,F,6,Savanna,Tanzania,-3.58,35,Africa,98.3,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,F,16,Savanna,Tanzania,-3.58,35,Africa,99.9,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,M,9,Savanna,Tanzania,-3.58,35,Africa,100.4,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,M,20,Savanna,Tanzania,-3.58,35,Africa,101,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,M,10,Savanna,Tanzania,-3.58,35,Africa,101.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,M,21,Savanna,Tanzania,-3.58,35,Africa,103.1,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,F,5,Savanna,Tanzania,-3.58,35,Africa,103.4,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,M,14,Savanna,Tanzania,-3.58,35,Africa,104.5,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,F,3,Savanna,Tanzania,-3.58,35,Africa,104.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,F,8,Savanna,Tanzania,-3.58,35,Africa,105.3,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,F,9,Savanna,Tanzania,-3.58,35,Africa,105.6,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,M,16,Savanna,Tanzania,-3.58,35,Africa,106.3,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,M,30,Savanna,Tanzania,-3.58,35,Africa,106.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,M,7,Savanna,Tanzania,-3.58,35,Africa,107,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,F,12,Savanna,Tanzania,-3.58,35,Africa,107.2,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,F,17,Savanna,Tanzania,-3.58,35,Africa,109.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,F,7,Savanna,Tanzania,-3.58,35,Africa,109.9,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,M,16,Savanna,Tanzania,-3.58,35,Africa,110.2,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,F,34,Savanna,Tanzania,-3.58,35,Africa,112,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,F,19,Savanna,Tanzania,-3.58,35,Africa,113.1,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,F,7,Savanna,Tanzania,-3.58,35,Africa,113.6,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,M,29,Savanna,Tanzania,-3.58,35,Africa,113.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,F,3,Savanna,Tanzania,-3.58,35,Africa,114,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,M,7,Savanna,Tanzania,-3.58,35,Africa,114.1,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,M,7,Savanna,Tanzania,-3.58,35,Africa,115.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-D,EM,Hadza,F,27,Savanna,Tanzania,-3.58,35,Africa,115.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,F,7,Savanna,Tanzania,-3.58,35,Africa,116.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,F,8,Savanna,Tanzania,-3.58,35,Africa,117.1,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,M,9,Savanna,Tanzania,-3.58,35,Africa,117.7,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
NIA1-A,EM,Moslem,M,23,Savanna,Nigeria,11.3,8.4,Africa,118.8,43.9,NA,NA,NA,NA,NA,NA,West_African,NIA1-A
HAD4-C,EM,Hadza,M,5,Savanna,Tanzania,-3.58,35,Africa,119.2,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-B,EM,Hadza,F,15,Savanna,Tanzania,-3.58,35,Africa,122.8,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-C,EM,Hadza,M,6,Savanna,Tanzania,-3.58,35,Africa,129.3,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
HAD4-A,EM,Hadza,M,4,Savanna,Tanzania,-3.58,35,Africa,138.3,NA,NA,NA,NA,NA,NA,NA,East_Africa_HG,HAD4-A
TAN7-B,Gisele,Tanzanian,M,245,Savanna,Tanzania,-6.8227,39.3024,Africa,139.212,38.67,34.803,11.601,77.34,30.936,132.855,70.856,East_African,TAN7-A
NA,Benja,Ghana_Rural_Male,Men,469,Savanna,NA,8,NA,Africa,142.2,36.4,44.5,14.7,76.4,27.3,NA,NA,West_African,GHN
TAN7-B,Gisele,Tanzanian,F,256,Savanna,Tanzania,-6.8227,39.3024,Africa,146.946,42.537,38.67,15.468,81.207,34.803,123.998,53.142,East_African,TAN7-A
KEN6,Victoria,Kenyan,F,818,Savanna,Africa,-0.0236,37.9062,Africa,146.946,NA,42.537,NA,85.074,NA,70.856,NA,East_African,KEN2
KEN6,Victoria,Kenyan,M,579,Savanna,Africa,-0.0236,37.9062,Africa,150.813,NA,42.537,NA,88.941,NA,79.713,NA,East_African,KEN2
NA,Benja,Ghana_Rural_Female,Women,583,Savanna,NA,8,NA,Africa,152.3,36.9,46.5,15.9,88.6,32.3,NA,NA,West_African,GHN
TAN7-A,Gisele,Tanzanian,M,259,Savanna,Tanzania,-6.9488,39.445,Africa,174.015,42.537,42.537,11.601,104.409,38.67,159.426,106.284,East_African,TAN7-A
TAN7-A,Gisele,Tanzanian,F,225,Savanna,Tanzania,-6.9488,39.445,Africa,174.015,38.67,46.404,11.601,104.409,34.803,123.998,88.57,East_African,TAN7-A
TUR1,EM,Turkana,M,10,Savanna,Kenya,3.31,35.6,Africa,177,34,NA,NA,NA,NA,132,38,Nilote,TUR1
SMU1,EM,Samburu,M,45,Savanna,Kenya,0.673,37.6,Africa,179,34,NA,NA,NA,NA,120,43,Samburu,SMU1
TUR1,EM,Turkana,M,16,Savanna,Kenya,3.31,35.6,Africa,183,48,NA,NA,NA,NA,137,45,Nilote,TUR1
TUR1,EM,Turkana,M,17,Savanna,Kenya,3.31,35.6,Africa,185,50,NA,NA,NA,NA,144,41,Nilote,TUR1
SMU1,EM,Samburu,M,34,Savanna,Kenya,0.673,37.6,Africa,191,42,NA,NA,NA,NA,119,38,Samburu,SMU1
SMU1,EM,Samburu,M,17,Savanna,Kenya,0.673,37.6,Africa,192,51,NA,NA,NA,NA,136,74,Samburu,SMU1
SMU1,EM,Samburu,M,43,Savanna,Kenya,0.673,37.6,Africa,193,48,NA,NA,NA,NA,115,51,Samburu,SMU1
SMU1,EM,Samburu,M,21,Savanna,Kenya,0.673,37.6,Africa,198,33,NA,NA,NA,NA,104,28,Samburu,SMU1
TUR1,EM,Turkana,M,10,Savanna,Kenya,3.31,35.6,Africa,198,44,NA,NA,NA,NA,120,60,Nilote,TUR1
SMU1,EM,Samburu,M,22,Savanna,Kenya,0.673,37.6,Africa,201,43,NA,NA,NA,NA,121,43,Samburu,SMU1
REN1,EM,Rendille,M,16,Savanna,Kenya,2.46,37.96,Africa,208,47,NA,NA,NA,NA,174,68,Cushite,REN1
REN1,EM,Rendille,M,3,Savanna,Kenya,2.46,37.96,Africa,217,NA,NA,NA,NA,NA,210,NA,Cushite,REN1
REN1,EM,Rendille,M,24,Savanna,Kenya,2.46,37.96,Africa,229,60,NA,NA,NA,NA,154,73,Cushite,REN1
REN1,EM,Rendille,M,14,Savanna,Kenya,2.46,37.96,Africa,234,34,NA,NA,NA,NA,118,33,Cushite,REN1
REN1,EM,Rendille,M,25,Savanna,Kenya,2.46,37.96,Africa,237,57,NA,NA,NA,NA,136,60,Cushite,REN1
REN1,EM,Rendille,M,19,Savanna,Kenya,2.46,37.96,Africa,259,59,NA,NA,NA,NA,129,30,Cushite,REN1
BAN7-A,Ashley,Bantu,M/F,618,Savanna,Tanzania,-6.369,34.8888,Africa,NA,NA,32.8695,12.3744,NA,NA,80.5987,38.9708,Bantu,BAN3
BAN7-B,Ashley,Banta,M/F,645,Savanna,Tanzania,-6.369,34.8888,Africa,NA,NA,37.8966,11.2143,NA,NA,117.7981,65.5418,NA,NA
TAN5,Ashley,Tanzanian,M,97,Savanna,Tanzania,-2.5164,32.9175,Africa,NA,NA,NA,NA,NA,NA,NA,NA,East_African,TAN7-A
NAM1,Phoebe,Namibian,M/F,1714,savannah,Namibian,-22.9576,18.4904,Africa,170.148,27.069,NA,NA,NA,NA,NA,NA,South_African,NAM1
NIG3,West_African,Nigerian,F,26,Swamp forest,Nigeria,4.98,8.34,Africa,174.4,75.1,62.4,34.6,83.6,67.1,NA,NA,West_African,NIA1-C
NIG3,West_African,Nigerian,M,23,Swamp forest,Nigeria,4.98,8.34,Africa,190.1,64.9,71.3,32,90.7,63.4,NA,NA,West_African,NIA1-C
NIG3,West_African,Nigerian,M,23,Swamp forest,Nigeria,4.98,8.34,Africa,219.9,76.8,91.2,27.7,96.4,82.5,NA,NA,West_African,NIA1-C
NIG3,West_African,Nigerian,F,26,Swamp forest,Nigeria,4.98,8.34,Africa,228.6,75.6,77.6,32.5,116.8,75.5,NA,NA,West_African,NIA1-C
NIG3,West_African,Nigerian,F,26,Swamp forest,Nigeria,4.98,8.34,Africa,252.4,87.1,85.2,14.9,130.1,79.1,NA,NA,West_African,NIA1-C
NIG3,West_African,Nigerian,F,26,Swamp forest,Nigeria,4.98,8.34,Africa,255.1,58.3,91.2,20,121.5,72,NA,NA,West_African,NIA1-C
NIG3,West_African,Nigerian,M,23,Swamp forest,Nigeria,4.98,8.34,Africa,258.2,101.5,84.9,30.5,140.1,98.2,NA,NA,West_African,NIA1-C
NIG3,West_African,Nigerian,M,23,Swamp forest,Nigeria,4.98,8.34,Africa,260,108,96.6,25,131.3,110.1,NA,NA,West_African,NIA1-C
NIA1-C,EM,Nigerian,M,9,Temperate Shrubland,Nigeria,9.25,7.87,Africa,119.9,33.7,NA,NA,NA,NA,NA,NA,West_African,NIA1-C
NIA1-B,EM,Ibo,M,14,Temperate Shrubland,Nigeria,9.7,12.3,Africa,129.9,40.9,NA,NA,NA,NA,NA,NA,West_African,NIA1-B
FUL1,FION,Fulani,M,42,Temperate Shrubland,Nigeria,9.081999,8.675277,Africa,135.345,30.936,34.0296,10.4409,71.1528,27.069,143.4834,78.8273,West_African,FUL1
FUL1,FION,Fulani,F,79,Temperate Shrubland,Nigeria,9.081999,8.675277,Africa,135.345,28.2291,41.3769,10.4409,72.6996,20.1084,105.3983,47.8278,West_African,FUL1
FUL2,Phoebe,Fulani,M,41,Temperate Shrubland,Northern Nigeria,9.081999,8.675277,Africa,136,31.3,33.9,10.8,71,26.5,143,79.2,West_African,FUL1
JOS1,Phoebe,jos,M,118,Temperate Shrubland,Northern Nigeria,9.8965,8.8683,Africa,157,36.4,50.4,13.4,82.1,33.1,121,73.5,West_African,JOS1
ABU1,Phoebe,Abuja,M,77,Temperate Shrubland,Northern Nigeria,9.0765,7.3986,Africa,184,49.1,51.6,12.1,113,44.5,111,59.5,West_African,ABU1
PCON1,ESTHER,Congo Pygmies,M,15,Tropical Rainforest,Congo,4.0383,21.7587,Africa,88.8,NA,NA,NA,NA,NA,NA,NA,Congo_Pygmies,PCON1
PCON1,ESTHER,Congo Pygmies,F,15,Tropical Rainforest,Congo,4.0383,21.7587,Africa,97.9,NA,NA,NA,NA,NA,NA,NA,Congo_Pygmies,PCON1
PCON1,ESTHER,Congo Pygmies,M,15,Tropical Rainforest,Congo,4.0383,21.7587,Africa,99.1,NA,NA,NA,NA,NA,NA,NA,Congo_Pygmies,PCON1
PCON1,ESTHER,Congo Pygmies,M,15,Tropical Rainforest,Congo,4.0383,21.7587,Africa,100.3,NA,NA,NA,NA,NA,NA,NA,Congo_Pygmies,PCON1
PCON1,ESTHER,Congo Pygmies,M,15,Tropical Rainforest,Congo,4.0383,21.7587,Africa,101.9,NA,NA,NA,NA,NA,NA,NA,Congo_Pygmies,PCON1
PCON1,ESTHER,Congo Pygmies,M,15,Tropical Rainforest,Congo,4.0383,21.7587,Africa,103.9,NA,NA,NA,NA,NA,NA,NA,Congo_Pygmies,PCON1
